path,class
/content/data/fabric/train/tulle/227848_imaterial.jpeg,tulle
/content/data/fabric/train/satin/p35606.jpg,satin
/content/data/fabric/train/flannel/527233_imaterial.jpeg,flannel
/content/data/fabric/train/organza/302497_l1_imaterial.jpeg,organza
/content/data/fabric/train/velvet/170692_imaterial.jpeg,velvet
/content/data/fabric/train/tulle/594713_imaterial.jpeg,tulle
/content/data/fabric/train/gingham/f0b913da46e64dd3ab4674ac21218b4a.jpg,gingham
/content/data/fabric/train/knit/317893_imaterial.jpeg,knit
/content/data/fabric/train/plush/604769_l1_imaterial.jpeg,plush
/content/data/fabric/train/jersey/bluzka-dzersejowa-czerwona-bordowa.jpg,jersey
/content/data/fabric/train/knit/413635_imaterial.jpeg,knit
/content/data/fabric/train/gingham/652fd41108696a180e98c3a0e36181e8--plaid-pants-outfit-daily-outfit.jpg,gingham
/content/data/fabric/train/satin/882936_l1_imaterial.jpeg,satin
/content/data/fabric/train/chambray/main-ggts03001331a-chambray-blue-4.jpg,chambray
/content/data/fabric/train/faux_leather/2024451800_1_1_1.jpg,faux_leather
/content/data/fabric/train/faux_leather/black-faux-leather-strappy-crop-top-callie-988953__53804.1597562558.1280.1280.jpg,faux_leather
/content/data/fabric/train/lawn/ishaal-print-gulmohar-combo-pakistani-lawn-dress-2.jpeg,lawn
/content/data/fabric/train/flannel/southern-shirt-woven-shirts-wilmington-flannel-ls-chestnut-28077555744820_600x.jpg,flannel
/content/data/fabric/train/denim/9080_imaterial.jpeg,denim
/content/data/fabric/train/organza/river-island-white-white-and-yellow-floral-print-organza-shirt.jpeg,organza
/content/data/fabric/train/faux_fur/154231_imaterial.jpeg,faux_fur
/content/data/fabric/train/flannel/774977_imaterial.jpeg,flannel
/content/data/fabric/train/jersey/_battarni_-archive-logo-jersey-sweatshirt-navy-5.jpg,jersey
/content/data/fabric/train/chiffon/923522_imaterial.jpeg,chiffon
/content/data/fabric/train/velvet/winter_campaign_2020_-135-edit.jpg,velvet
/content/data/fabric/train/fleece/141017_imaterial.jpeg,fleece
/content/data/fabric/train/gingham/1509618_10.jpg,gingham
/content/data/fabric/train/vinyl/936597_imaterial.jpeg,vinyl
/content/data/fabric/train/taffeta/katharinahovman_summer2022_taftshorts_sand1_250x.jpg,taffeta
/content/data/fabric/train/velvet/haider-ackermann-black-hooded-cotton-velvet-sweatshirt-product-1-22146547-2-585067314-normal.jpeg,velvet
/content/data/fabric/train/taffeta/il_570xn.2584974796_atji.jpg,taffeta
/content/data/fabric/train/denim/81kktnhypxl._ac_ux342_.jpg,denim
/content/data/fabric/train/fleece/pos-wbs21_23048_nat_tm1.jpg,fleece
/content/data/fabric/train/faux_fur/646017_l1_imaterial.jpeg,faux_fur
/content/data/fabric/train/lace/858764_imaterial.jpeg,lace
/content/data/fabric/train/lace/12819_imaterial.jpeg,lace
/content/data/fabric/train/jersey/4033_00631-4033_00631-gallery_image_def-4033-sea-pearls-raspberry-half-placket-dress-ss22-1.jpg,jersey
/content/data/fabric/train/chiffon/295998_imaterial.jpeg,chiffon
/content/data/fabric/train/chambray/ralph-lauren-cotton-chambray-blazer-size-4.jpg,chambray
"/content/data/fabric/train/corduroy/w1jk01bip1_billabong,w_0024_frt1.jpg",corduroy
/content/data/fabric/train/flannel/201503_imaterial.jpeg,flannel
/content/data/fabric/train/faux_leather/pu-belted-corset-top-black-suvi-lily-lulu-fashion-1.jpg,faux_leather
/content/data/fabric/train/taffeta/bright-pink-taffeta-ruched-long-sleeve-blouse.jpg,taffeta
/content/data/fabric/train/taffeta/171944_imaterial.jpeg,taffeta
/content/data/fabric/train/corduroy/922dd4f04156402ba9a3eec587ece504_1630555292.jpeg,corduroy
/content/data/fabric/train/chambray/wwn100_123_1.jpg,chambray
"/content/data/fabric/train/knit/abjns00165_billabong,w_bml_frt1.jpg",knit
/content/data/fabric/train/fleece/391359_imaterial.jpeg,fleece
/content/data/fabric/train/corduroy/003538105_sl.jpg,corduroy
/content/data/fabric/train/denim/890208_imaterial.jpeg,denim
/content/data/fabric/train/faux_leather/htb1ncjck8ywbunksmfpq6xguvxa2.jpg,faux_leather
/content/data/fabric/train/gingham/doen-gingham-top-magill+%2812+of+22%29.jpg,gingham
/content/data/fabric/train/gingham/free-people-red-combo-let-it-all-go-gingham-hoodie.jpeg,gingham
/content/data/fabric/train/lace/685180_imaterial.jpeg,lace
/content/data/fabric/train/flannel/collar-shirt-lined-lv8-flannel-lvc_0832_800x.jpg,flannel
/content/data/fabric/train/taffeta/1d101ry649-ez3-aa01.jpg,taffeta
/content/data/fabric/train/gingham/gingham-baby-hooded-towel-c.jpg,gingham
/content/data/fabric/train/faux_fur/662520_imaterial.jpeg,faux_fur
/content/data/fabric/train/organza/618d10d532b34_peach-scalloped-tissue-organza-dupatta-1.jpg,organza
/content/data/fabric/train/gingham/springy-athleisure-zara-seamless-gingham-top.jpg,gingham
/content/data/fabric/train/satin/215136_imaterial.jpeg,satin
/content/data/fabric/train/flannel/71nhujvcibl._ac_uy445_.jpg,flannel
/content/data/fabric/train/flannel/343903_imaterial.jpeg,flannel
/content/data/fabric/train/knit/948032_imaterial.jpeg,knit
/content/data/fabric/train/faux_fur/407671_imaterial.jpeg,faux_fur
/content/data/fabric/train/plush/377194_l1_imaterial.jpeg,plush
/content/data/fabric/train/gingham/48561930_004_e.jpg,gingham
/content/data/fabric/train/faux_fur/333862_imaterial.jpeg,faux_fur
/content/data/fabric/train/plush/407877_imaterial.jpeg,plush
/content/data/fabric/train/flannel/image-64.jpeg,flannel
/content/data/fabric/train/corduroy/50104_imaterial.jpeg,corduroy
/content/data/fabric/train/jersey/5943_00443-5943_00443-gallery_image_def-5943-azure-wrap-d-dress_ss22-1.jpg,jersey
/content/data/fabric/train/faux_fur/240096_imaterial.jpeg,faux_fur
/content/data/fabric/train/organza/747176_imaterial.jpeg,organza
/content/data/fabric/train/organza/1_6c95792a-2ce5-4641-b289-1277d3c84981_1024x.jpg,organza
/content/data/fabric/train/velvet/80115_imaterial.jpeg,velvet
/content/data/fabric/train/taffeta/urban-gypsy-blouse-hot-patterns.jpg,taffeta
/content/data/fabric/train/plush/120055_imaterial.jpeg,plush
/content/data/fabric/train/gingham/missguided-gingham-ruffle-sleeve-dress.jpg,gingham
/content/data/fabric/train/fleece/298275_imaterial.jpeg,fleece
/content/data/fabric/train/chiffon/754750_imaterial.jpeg,chiffon
/content/data/fabric/train/velvet/199129_imaterial.jpeg,velvet
/content/data/fabric/train/knit/578709_imaterial.jpeg,knit
/content/data/fabric/train/gingham/baa01206_navy_xl.jpg,gingham
/content/data/fabric/train/faux_leather/52a7b5daa7444812ffa2d0a66150fbc8.jpg,faux_leather
/content/data/fabric/train/corduroy/pzz02431_sage_xl.jpg,corduroy
/content/data/fabric/train/jersey/grey-jersey-girls_-school-trousers_front.jpg,jersey
/content/data/fabric/train/lawn/zellbury-digital-printed-lawn-shirt-trouser-purple-zw-805.jpg,lawn
/content/data/fabric/train/corduroy/corduroy4.jpg,corduroy
/content/data/fabric/train/organza/fad412b34c279f636174dc84ec887f3df862958a.smedium.jpg,organza
/content/data/fabric/train/gingham/ruffle-gingham-15.jpg,gingham
/content/data/fabric/train/plush/460294_imaterial.jpeg,plush
/content/data/fabric/train/faux_leather/34039_source_1597569326.jpg,faux_leather
/content/data/fabric/train/gingham/shot13_m1_671ecomm_500x.jpg,gingham
/content/data/fabric/train/tulle/520840_imaterial.jpeg,tulle
/content/data/fabric/train/flannel/179034_154740_justthebeginning_174556_adele_169208_worldscollide_168716_reallifefantasy_178476_waitforever_15_650x.jpg,flannel
/content/data/fabric/train/denim/975218_imaterial.jpeg,denim
/content/data/fabric/train/gingham/cara-weave-print-top-in-navy-554f06b8f9fa.jpg,gingham
/content/data/fabric/train/chambray/111269-pr347.jpg,chambray
/content/data/fabric/train/chambray/0731516000023_nc350_456_b.jpg,chambray
/content/data/fabric/train/velvet/zibi-london-brown-leopard-print-velvet-blouse.jpg,velvet
/content/data/fabric/train/jersey/61gnw67e6bl._ac_sy355_.jpg,jersey
/content/data/fabric/train/taffeta/508156_imaterial.jpeg,taffeta
/content/data/fabric/train/corduroy/9903d40f1dfe31580fef3fb61dacaf83.jpg,corduroy
/content/data/fabric/train/taffeta/20180227151358565_276.jpg,taffeta
/content/data/fabric/train/faux_fur/981086_imaterial.jpeg,faux_fur
/content/data/fabric/train/chambray/whistles-pauleth-chambray-top-denim-01.jpg,chambray
/content/data/fabric/train/knit/869277_l1_imaterial.jpeg,knit
/content/data/fabric/train/organza/blue-vanilla-curves-black-leaf-organza-sleeve-jumper.jpg,organza
/content/data/fabric/train/plush/911354_imaterial.jpeg,plush
/content/data/fabric/train/corduroy/nksmdi-l-610x610-sweater-tan+corduroy+balloon+sleeve+sweater-minimalist-tan+corduroy+sweater-tan+sweater-cute+sweaters-korean+fashion-korean+style-fall+sweater.jpg,corduroy
/content/data/fabric/train/satin/nzz89539_rose%20gold_xl.jpg,satin
/content/data/fabric/train/denim/89681_imaterial.jpeg,denim
/content/data/fabric/train/flannel/132539_imaterial.jpeg,flannel
/content/data/fabric/train/organza/467725_imaterial.jpeg,organza
/content/data/fabric/train/knit/919561_imaterial.jpeg,knit
/content/data/fabric/train/faux_fur/938683_imaterial.jpeg,faux_fur
/content/data/fabric/train/corduroy/wtwt-march-30.jpg,corduroy
/content/data/fabric/train/jersey/grey-jersey-school-skirt_front1.jpg,jersey
/content/data/fabric/train/tulle/945679_imaterial.jpeg,tulle
/content/data/fabric/train/velvet/6a469ebe44ccec0760f8a04587f78929.jpg,velvet
/content/data/fabric/train/satin/142002_l1_imaterial.jpeg,satin
/content/data/fabric/train/denim/dw0dw12439_1ab_hover.jpg,denim
/content/data/fabric/train/vinyl/961271_imaterial.jpeg,vinyl
/content/data/fabric/train/chambray/photo-1540117045891-549174350f7b.jpg,chambray
/content/data/fabric/train/lace/200766_imaterial.jpeg,lace
/content/data/fabric/train/organza/image1_17_1100x.jpg,organza
/content/data/fabric/train/tulle/645230_imaterial.jpeg,tulle
/content/data/fabric/train/flannel/ratio3x2_1800.jpg,flannel
/content/data/fabric/train/flannel/f6433694199b6a2107c2007db3fdbcda.jpg,flannel
/content/data/fabric/train/corduroy/571e4490f61b80904ba87927227a5fc5.jpg,corduroy
/content/data/fabric/train/tulle/738612_imaterial.jpeg,tulle
/content/data/fabric/train/denim/262584_imaterial.jpeg,denim
/content/data/fabric/train/chiffon/268422_imaterial.jpeg,chiffon
/content/data/fabric/train/satin/475571_imaterial.jpeg,satin
/content/data/fabric/train/faux_fur/256772_imaterial.jpeg,faux_fur
/content/data/fabric/train/taffeta/1626165148855.jpg,taffeta
/content/data/fabric/train/lawn/834578_1530797189-image(960x960-crop).jpg,lawn
/content/data/fabric/train/knit/17975_imaterial.jpeg,knit
/content/data/fabric/train/knit/945462_imaterial.jpeg,knit
/content/data/fabric/train/chiffon/long-sleeved-chiffon-sweater-2018-spring.jpg,chiffon
/content/data/fabric/train/flannel/m72510968442_1.jpg,flannel
/content/data/fabric/train/faux_fur/537315_imaterial.jpeg,faux_fur
/content/data/fabric/train/taffeta/15155997.png,taffeta
/content/data/fabric/train/vinyl/853828_l1_imaterial.jpeg,vinyl
/content/data/fabric/train/faux_fur/285314_imaterial.jpeg,faux_fur
/content/data/fabric/train/fleece/hyperglam_fleece_sweatshirt_multicolour_hm3218_21_model.jpg,fleece
/content/data/fabric/train/satin/956779_l1_imaterial.jpeg,satin
/content/data/fabric/train/chambray/photo-1540117105068-48aacba85c9b.jpg,chambray
/content/data/fabric/train/velvet/586916_imaterial.jpeg,velvet
/content/data/fabric/train/taffeta/232343_imaterial.jpeg,taffeta
/content/data/fabric/train/faux_fur/agg55347_camel_xl.jpg,faux_fur
/content/data/fabric/train/faux_fur/324507_imaterial.jpeg,faux_fur
/content/data/fabric/train/tulle/730366_imaterial.jpeg,tulle
/content/data/fabric/train/jersey/snt-8.jpg,jersey
/content/data/fabric/train/corduroy/isncc7dux7o08hnrclz6ede3f7ds.jpg,corduroy
/content/data/fabric/train/faux_leather/button-front-faux-leather-shirt-black-109131-5.jpg,faux_leather
/content/data/fabric/train/chiffon/256434_imaterial.jpeg,chiffon
/content/data/fabric/train/jersey/r9345857_01.jpg,jersey
/content/data/fabric/train/lace/757728_imaterial.jpeg,lace
/content/data/fabric/train/neoprene/302842_imaterial.jpeg,neoprene
/content/data/fabric/train/tulle/858400_imaterial.jpeg,tulle
/content/data/fabric/train/gingham/35674720-8949147-image-a-96_1605371995231.jpg,gingham
/content/data/fabric/train/gingham/0070993_650_a.jpg,gingham
/content/data/fabric/train/chambray/28129756315694-1-big.jpg,chambray
/content/data/fabric/train/plush/7757_imaterial.jpeg,plush
/content/data/fabric/train/faux_leather/topposer_2_720x.jpg,faux_leather
/content/data/fabric/train/vinyl/878735_imaterial.jpeg,vinyl
/content/data/fabric/train/taffeta/1g17s07779-v77-aa01.jpg,taffeta
/content/data/fabric/train/lace/752579_l1_imaterial.jpeg,lace
/content/data/fabric/train/faux_leather/259e513691a1a1f4a8abe0b1627cca39.jpg,faux_leather
/content/data/fabric/train/chambray/michael-kors-chambray-wideleg-chambray-pants-product-1-6925498-712959918.jpeg,chambray
/content/data/fabric/train/lace/813453_imaterial.jpeg,lace
/content/data/fabric/train/jersey/a45-317s.jpg,jersey
/content/data/fabric/train/neoprene/448392_imaterial.jpeg,neoprene
/content/data/fabric/train/gingham/14542_1200x630.jpg,gingham
/content/data/fabric/train/taffeta/204237_imaterial.jpeg,taffeta
/content/data/fabric/train/organza/mushq-pret-luxury-formals-collection-2021-lf21-04-cecily-_1_.jpg,organza
/content/data/fabric/train/tulle/577711_imaterial.jpeg,tulle
/content/data/fabric/train/satin/amanda-holden-t.jpg,satin
/content/data/fabric/train/satin/black-satin-double-breasted-blazer.jpg,satin
/content/data/fabric/train/satin/889381_imaterial.jpeg,satin
/content/data/fabric/train/velvet/velvet-t-shirt-joggers-set_c1zcr5gx6lrheoo7.jpg,velvet
/content/data/fabric/train/velvet/velvet-sweater-with-angels-and-santa-maria-embroidery-black-white-1.jpg,velvet
/content/data/fabric/train/organza/f6573-099-3.jpg,organza
/content/data/fabric/train/tulle/515086_imaterial.jpeg,tulle
/content/data/fabric/train/knit/472690_imaterial.jpeg,knit
/content/data/fabric/train/denim/433748_imaterial.jpeg,denim
/content/data/fabric/train/lace/216063_imaterial.jpeg,lace
/content/data/fabric/train/flannel/1200x0.jpg,flannel
/content/data/fabric/train/faux_leather/041-21875x_0001_front.jpg,faux_leather
/content/data/fabric/train/chambray/sw321126_12485_main.jpg,chambray
/content/data/fabric/train/organza/547260_imaterial.jpeg,organza
/content/data/fabric/train/lace/lace-sweater-charmion-knitting-pattern-to-download-a9qaukwz.jpeg,lace
/content/data/fabric/train/denim/655606_imaterial.jpeg,denim
/content/data/fabric/train/gingham/691430249.jpg,gingham
/content/data/fabric/train/lawn/deeptex-moon-light-vol-5-lawn-dress-material-catalog-4.jpg,lawn
/content/data/fabric/train/taffeta/nstck-bb-tfft-dmsk-2.jpg,taffeta
/content/data/fabric/train/organza/780462_imaterial.jpeg,organza
/content/data/fabric/train/tulle/254999_imaterial.jpeg,tulle
/content/data/fabric/train/flannel/760622_imaterial.jpeg,flannel
/content/data/fabric/train/satin/781a7336.jpg,satin
/content/data/fabric/train/jersey/emme-isola-red-stripe-jersey-blazer-p1614-6194_image.jpg,jersey
/content/data/fabric/train/chambray/datevv_2400x.jpg,chambray
/content/data/fabric/train/taffeta/ana-beatriz-wears-a-black-wool-lycra-blouson-top-with-deco-beading-and-steel-blue-pleated-glazed-taffeta-skirt-on-the-runway-at-designer-nicole-millers-fall-2003-fashion-show-in-new-york-on-february-9-2003-reutersray-stubblebine-rfs-2d48d2k.jpg,taffeta
/content/data/fabric/train/lace/948515_l1_imaterial.jpeg,lace
/content/data/fabric/train/taffeta/planet_taffetajacket_teal_480x.jpg,taffeta
/content/data/fabric/train/tulle/701065_imaterial.jpeg,tulle
/content/data/fabric/train/velvet/963455_imaterial.jpeg,velvet
/content/data/fabric/train/denim/d4eb63811a3bf7d26cca561cbe9b690b.jpg,denim
/content/data/fabric/train/taffeta/873692_imaterial.jpeg,taffeta
/content/data/fabric/train/chambray/e_-_m-chambray-blouse-4-blue-dbf085c0_m.jpg,chambray
/content/data/fabric/train/corduroy/corduroy%2bness%2bskirt%2bsewing%2bpattern4.jpg,corduroy
/content/data/fabric/train/taffeta/838732_imaterial.jpeg,taffeta
/content/data/fabric/train/velvet/803910_imaterial.jpeg,velvet
/content/data/fabric/train/velvet/80544900021.jpg,velvet
/content/data/fabric/train/plush/239845_imaterial.jpeg,plush
/content/data/fabric/train/lawn/fiza-noor-1-pcs-digital-print-lawn-shirt-f-841.jpeg,lawn
/content/data/fabric/train/lace/789850_imaterial.jpeg,lace
/content/data/fabric/train/velvet/4894_imaterial.jpeg,velvet
/content/data/fabric/train/tulle/834678_imaterial.jpeg,tulle
/content/data/fabric/train/corduroy/9b2b5fa610ad6285f06fcf4982722945.jpg,corduroy
/content/data/fabric/train/fleece/769370_imaterial.jpeg,fleece
/content/data/fabric/train/knit/506207_imaterial.jpeg,knit
/content/data/fabric/train/gingham/oui-_20220100_0707_0075827_2_345x345@2x.jpg,gingham
/content/data/fabric/train/taffeta/design-no-1892-trouser-suit-collection-side.jpg,taffeta
/content/data/fabric/train/jersey/22wspr_t0429_nav.jpg,jersey
/content/data/fabric/train/vinyl/917338_imaterial.jpeg,vinyl
/content/data/fabric/train/lawn/f243a068-d982-44fc-8d1e-e0c7cfce3ab6_1024x1024.jpeg,lawn
/content/data/fabric/train/corduroy/trendsi-blue-color-block-button-front-corduroy-blouse.jpeg,corduroy
/content/data/fabric/train/fleece/fleecedressdiy-8.jpg,fleece
/content/data/fabric/train/chambray/1-25-22-partii3218.jpg,chambray
/content/data/fabric/train/jersey/21_24218601_2.jpg,jersey
/content/data/fabric/train/plush/883350_imaterial.jpeg,plush
/content/data/fabric/train/lawn/8aab7bd6-3da7-4e12-b73f-aa5545de04d5.jpg,lawn
/content/data/fabric/train/lace/802248_imaterial.jpeg,lace
/content/data/fabric/train/chiffon/903778_imaterial.jpeg,chiffon
/content/data/fabric/train/denim/330589_imaterial.jpeg,denim
"/content/data/fabric/train/faux_fur/ssrco,slim_fit_t_shirt,mens,fafafa:ca443f4786,side,tall_three_quarter,750x1000.jpg",faux_fur
/content/data/fabric/train/faux_fur/372508_imaterial.jpeg,faux_fur
/content/data/fabric/train/jersey/ww132a_6.jpg,jersey
/content/data/fabric/train/satin/310946_imaterial.jpeg,satin
/content/data/fabric/train/gingham/boden-hever-cotton-twill-gingham-blazer-french-navy.jpg,gingham
/content/data/fabric/train/faux_leather/7333befad50d22268a20cdf237b65f4b.jpg,faux_leather
/content/data/fabric/train/organza/585607_imaterial.jpeg,organza
/content/data/fabric/train/chiffon/966942_imaterial.jpeg,chiffon
/content/data/fabric/train/fleece/bl_471951_a.jpg,fleece
/content/data/fabric/train/denim/45203288_nocolour_m.jpg,denim
/content/data/fabric/train/tulle/990688_imaterial.jpeg,tulle
/content/data/fabric/train/faux_leather/ca2147506-0001-1_589x860.jpg,faux_leather
/content/data/fabric/train/chiffon/820744_imaterial.jpeg,chiffon
/content/data/fabric/train/knit/508028_imaterial.jpeg,knit
/content/data/fabric/train/gingham/adpngnsbotigjf9wpf9f.jpg,gingham
/content/data/fabric/train/flannel/358050_imaterial.jpeg,flannel
/content/data/fabric/train/knit/656801_imaterial.jpeg,knit
/content/data/fabric/train/chambray/07050542_alt3.jpg,chambray
/content/data/fabric/train/fleece/97303_imaterial.jpeg,fleece
/content/data/fabric/train/jersey/male-green-oversized-varsity-jersey-cardigan.jpg,jersey
/content/data/fabric/train/tulle/517619_imaterial.jpeg,tulle
/content/data/fabric/train/faux_fur/nwot-anthropologie-knitted-knotted-off-white-faux-fur-cardigan.jpg,faux_fur
/content/data/fabric/train/taffeta/132020266183.jpg,taffeta
/content/data/fabric/train/fleece/809820_imaterial.jpeg,fleece
/content/data/fabric/train/taffeta/http%3a%2f%2fs3.store.hypebeast.com%2fmedia%2fimage%2f28%2f71%2ftop_1_4_fh-3a92a5aff880116b7707df6d94a3.jpg,taffeta
/content/data/fabric/train/taffeta/230056_imaterial.jpeg,taffeta
/content/data/fabric/train/fleece/sportswear-fleece-crop-top-6kwqhl.png.jpg,fleece
/content/data/fabric/train/chambray/blue-chambray-shirt-slide-whvj-master1050.jpg,chambray
/content/data/fabric/train/chiffon/387573_imaterial.jpeg,chiffon
/content/data/fabric/train/lace/525641_imaterial.jpeg,lace
/content/data/fabric/train/taffeta/191672f110004_4.jpg,taffeta
/content/data/fabric/train/corduroy/202103-4400058-212-model-fv-1.jpg,corduroy
/content/data/fabric/train/faux_leather/rino-pelle-tanner-faux-leather-shirt-dark-olive-p42834-50543_zoom.jpg,faux_leather
/content/data/fabric/train/neoprene/408895_imaterial.jpeg,neoprene
/content/data/fabric/train/jersey/296314-a.jpg,jersey
/content/data/fabric/train/lace/398526_imaterial.jpeg,lace
/content/data/fabric/train/neoprene/82531_imaterial.jpeg,neoprene
/content/data/fabric/train/taffeta/21six8255_ad5e51fb-e36f-43a2-ad85-16980c2e8874.jpg,taffeta
/content/data/fabric/train/lawn/at8%20fl_1_zoom.jpg,lawn
/content/data/fabric/train/tulle/210636_imaterial.jpeg,tulle
/content/data/fabric/train/plush/403283_imaterial.jpeg,plush
/content/data/fabric/train/taffeta/il_fullxfull.3124013417_4noo.jpg,taffeta
/content/data/fabric/train/jersey/nikko-2.jpg,jersey
/content/data/fabric/train/jersey/273721_20220117160900.jpg,jersey
/content/data/fabric/train/flannel/672169_imaterial.jpeg,flannel
/content/data/fabric/train/lawn/luxury-digital-printed-lawn-shirt-swiss-voile-duppata-soh2103a6.jpg,lawn
/content/data/fabric/train/jersey/c64435ed244ee8c042201409994934a1.jpg,jersey
/content/data/fabric/train/chiffon/130297_imaterial.jpeg,chiffon
/content/data/fabric/train/denim/616986_imaterial.jpeg,denim
/content/data/fabric/train/tulle/728059_imaterial.jpeg,tulle
/content/data/fabric/train/vinyl/54540_l1_imaterial.jpeg,vinyl
/content/data/fabric/train/flannel/5679400500_2_1_1.jpg,flannel
/content/data/fabric/train/satin/womens-recycled-satin-marble-3-pc-pajama-short-set-grey-6.jpg,satin
/content/data/fabric/train/faux_leather/karl-lagerfeld-men-short-sleeve-faux-leather-karl-logo-t-shirt.jpg,faux_leather
/content/data/fabric/train/plush/624617_imaterial.jpeg,plush
/content/data/fabric/train/jersey/umbro_englandrugby2122protrainingjerseywomens_1643967856jmp_umbro_rfu_fan020.jpg,jersey
/content/data/fabric/train/chambray/004724-0906-05.jpg,chambray
/content/data/fabric/train/gingham/benetton_22p_2xof52423_901_f_full_card_v.jpg,gingham
/content/data/fabric/train/corduroy/tumbnail_e3115e9f-cdc2-4daa-8f98-74b40a49288f.jpg,corduroy
/content/data/fabric/train/flannel/603063_l1_imaterial.jpeg,flannel
/content/data/fabric/train/fleece/899187_imaterial.jpeg,fleece
